AdCode,Province,Prefecture,County,方言大区,方言区/语支,方言片/语种,SGroup,DiaGroup,SubDiaGroup
210802,辽宁省,营口市,站前区,官话,胶辽官话,盖桓片,Mandarin,Jiaoliao,Gaihuan
210803,辽宁省,营口市,西市区,官话,胶辽官话,盖桓片,Mandarin,Jiaoliao,Gaihuan
210804,辽宁省,营口市,鲅鱼圈区,官话,胶辽官话,盖桓片,Mandarin,Jiaoliao,Gaihuan
210811,辽宁省,营口市,老边区,官话,胶辽官话,盖桓片,Mandarin,Jiaoliao,Gaihuan
210881,辽宁省,营口市,盖州市,官话,胶辽官话,盖桓片,Mandarin,Jiaoliao,Gaihuan
210882,辽宁省,营口市,大石桥市,官话,胶辽官话,盖桓片,Mandarin,Jiaoliao,Gaihuan
210911,辽宁省,阜新市,细河区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
210902,辽宁省,阜新市,阜新市海州区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
210903,辽宁省,阜新市,新邱区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
210904,辽宁省,阜新市,太平区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
210905,辽宁省,阜新市,清河门区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
210922,辽宁省,阜新市,彰武县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
210921,辽宁省,阜新市,阜新蒙古族自治县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211002,辽宁省,辽阳市,白塔区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211003,辽宁省,辽阳市,文圣区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211004,辽宁省,辽阳市,宏伟区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211005,辽宁省,辽阳市,弓长岭区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211011,辽宁省,辽阳市,太子河区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211081,辽宁省,辽阳市,灯塔市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211021,辽宁省,辽阳市,辽阳县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211103,辽宁省,盘锦市,兴隆台区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211102,辽宁省,盘锦市,双台子区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211104,辽宁省,盘锦市,大洼区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211122,辽宁省,盘锦市,盘山县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211202,辽宁省,铁岭市,银州区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211204,辽宁省,铁岭市,清河区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211281,辽宁省,铁岭市,调兵山市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211282,辽宁省,铁岭市,开原市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211221,辽宁省,铁岭市,铁岭县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211223,辽宁省,铁岭市,西丰县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
211224,辽宁省,铁岭市,昌图县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211302,辽宁省,朝阳市,双塔区,官话,北京官话,朝峰片,Mandarin,Beijing,Zhaofeng
211303,辽宁省,朝阳市,龙城区,官话,北京官话,朝峰片,Mandarin,Beijing,Zhaofeng
211381,辽宁省,朝阳市,北票市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211382,辽宁省,朝阳市,凌源市,官话,北京官话,朝峰片,Mandarin,Beijing,Zhaofeng
211321,辽宁省,朝阳市,朝阳县,官话,北京官话,朝峰片,Mandarin,Beijing,Zhaofeng
211322,辽宁省,朝阳市,建平县,官话,北京官话,朝峰片,Mandarin,Beijing,Zhaofeng
211324,辽宁省,朝阳市,喀喇沁左翼蒙古族自治县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211403,辽宁省,葫芦岛市,龙港区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211402,辽宁省,葫芦岛市,连山区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211404,辽宁省,葫芦岛市,南票区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211481,辽宁省,葫芦岛市,兴城市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211421,辽宁省,葫芦岛市,绥中县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
211422,辽宁省,葫芦岛市,建昌县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220102,吉林省,长春市,南关区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220103,吉林省,长春市,宽城区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220104,吉林省,长春市,长春市朝阳区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220105,吉林省,长春市,二道区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220106,吉林省,长春市,绿园区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220112,吉林省,长春市,双阳区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220113,吉林省,长春市,九台区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220182,吉林省,长春市,榆树市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220183,吉林省,长春市,德惠市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220122,吉林省,长春市,农安县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220204,吉林省,吉林市,船营区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220202,吉林省,吉林市,昌邑区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220203,吉林省,吉林市,龙潭区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220211,吉林省,吉林市,丰满区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220281,吉林省,吉林市,蛟河市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220282,吉林省,吉林市,桦甸市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220283,吉林省,吉林市,舒兰市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220284,吉林省,吉林市,磐石市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220221,吉林省,吉林市,永吉县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220302,吉林省,四平市,四平市铁西区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220303,吉林省,四平市,四平市铁东区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220381,吉林省,四平市,公主岭市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220382,吉林省,四平市,双辽市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220322,吉林省,四平市,梨树县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220323,吉林省,四平市,伊通满族自治县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220402,吉林省,辽源市,龙山区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220403,吉林省,辽源市,辽源市西安区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220421,吉林省,辽源市,东丰县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220422,吉林省,辽源市,东辽县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220502,吉林省,通化市,东昌区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220503,吉林省,通化市,二道江区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220581,吉林省,通化市,梅河口市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220582,吉林省,通化市,集安市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220521,吉林省,通化市,通化县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220523,吉林省,通化市,辉南县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220524,吉林省,通化市,柳河县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220602,吉林省,白山市,浑江区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220605,吉林省,白山市,江源区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220681,吉林省,白山市,临江市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220621,吉林省,白山市,抚松县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220622,吉林省,白山市,靖宇县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220623,吉林省,白山市,长白朝鲜族自治县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
220702,吉林省,松原市,宁江区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220781,吉林省,松原市,扶余市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220722,吉林省,松原市,长岭县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220723,吉林省,松原市,乾安县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220721,吉林省,松原市,前郭尔罗斯蒙古族自治县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220802,吉林省,白城市,洮北区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220881,吉林省,白城市,洮南市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220882,吉林省,白城市,大安市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220821,吉林省,白城市,镇赉县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
220822,吉林省,白城市,通榆县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
222401,吉林省,延边朝鲜族自治州,延吉市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
222402,吉林省,延边朝鲜族自治州,图们市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
222403,吉林省,延边朝鲜族自治州,敦化市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
222404,吉林省,延边朝鲜族自治州,珲春市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
222405,吉林省,延边朝鲜族自治州,龙井市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
222406,吉林省,延边朝鲜族自治州,和龙市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
222424,吉林省,延边朝鲜族自治州,汪清县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
222426,吉林省,延边朝鲜族自治州,安图县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
230109,黑龙江省,哈尔滨市,松北区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230102,黑龙江省,哈尔滨市,道里区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230103,黑龙江省,哈尔滨市,南岗区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230104,黑龙江省,哈尔滨市,道外区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230108,黑龙江省,哈尔滨市,平房区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230110,黑龙江省,哈尔滨市,香坊区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230111,黑龙江省,哈尔滨市,呼兰区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230112,黑龙江省,哈尔滨市,阿城区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230113,黑龙江省,哈尔滨市,双城区,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230183,黑龙江省,哈尔滨市,尚志市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
230184,黑龙江省,哈尔滨市,五常市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230123,黑龙江省,哈尔滨市,依兰县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230124,黑龙江省,哈尔滨市,方正县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230125,黑龙江省,哈尔滨市,宾县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230126,黑龙江省,哈尔滨市,巴彦县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230127,黑龙江省,哈尔滨市,木兰县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230128,黑龙江省,哈尔滨市,通河县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230129,黑龙江省,哈尔滨市,延寿县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230203,黑龙江省,齐齐哈尔市,建华区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230202,黑龙江省,齐齐哈尔市,龙沙区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230204,黑龙江省,齐齐哈尔市,铁锋区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230205,黑龙江省,齐齐哈尔市,昂昂溪区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230206,黑龙江省,齐齐哈尔市,富拉尔基区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230207,黑龙江省,齐齐哈尔市,碾子山区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230208,黑龙江省,齐齐哈尔市,梅里斯达斡尔族区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230281,黑龙江省,齐齐哈尔市,讷河市,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230221,黑龙江省,齐齐哈尔市,龙江县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230223,黑龙江省,齐齐哈尔市,依安县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230224,黑龙江省,齐齐哈尔市,泰来县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230225,黑龙江省,齐齐哈尔市,甘南县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230227,黑龙江省,齐齐哈尔市,富裕县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230229,黑龙江省,齐齐哈尔市,克山县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230230,黑龙江省,齐齐哈尔市,克东县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230231,黑龙江省,齐齐哈尔市,拜泉县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230302,黑龙江省,鸡西市,鸡冠区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
230303,黑龙江省,鸡西市,恒山区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
230304,黑龙江省,鸡西市,滴道区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
230305,黑龙江省,鸡西市,梨树区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
230306,黑龙江省,鸡西市,城子河区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
230307,黑龙江省,鸡西市,麻山区,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
230381,黑龙江省,鸡西市,虎林市,官话,胶辽官话,登连片,Mandarin,Jiaoliao,Denglian
230382,黑龙江省,鸡西市,密山市,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230321,黑龙江省,鸡西市,鸡东县,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
230402,黑龙江省,鹤岗市,鹤岗市向阳区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230403,黑龙江省,鹤岗市,工农区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230404,黑龙江省,鹤岗市,鹤岗市南山区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230405,黑龙江省,鹤岗市,兴安区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230406,黑龙江省,鹤岗市,东山区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230407,黑龙江省,鹤岗市,兴山区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230421,黑龙江省,鹤岗市,萝北县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230422,黑龙江省,鹤岗市,绥滨县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230502,黑龙江省,双鸭山市,尖山区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230503,黑龙江省,双鸭山市,岭东区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230505,黑龙江省,双鸭山市,四方台区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230506,黑龙江省,双鸭山市,双鸭山市宝山区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230521,黑龙江省,双鸭山市,集贤县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230522,黑龙江省,双鸭山市,友谊县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230523,黑龙江省,双鸭山市,宝清县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230524,黑龙江省,双鸭山市,饶河县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230602,黑龙江省,大庆市,萨尔图区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230603,黑龙江省,大庆市,龙凤区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230604,黑龙江省,大庆市,让胡路区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230605,黑龙江省,大庆市,红岗区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230606,黑龙江省,大庆市,大同区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230621,黑龙江省,大庆市,肇州县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230622,黑龙江省,大庆市,肇源县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
230623,黑龙江省,大庆市,林甸县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230624,黑龙江省,大庆市,杜尔伯特蒙古族自治县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230702,黑龙江省,伊春市,伊春区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230703,黑龙江省,伊春市,南岔区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230704,黑龙江省,伊春市,友好区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230705,黑龙江省,伊春市,西林区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230706,黑龙江省,伊春市,翠峦区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230707,黑龙江省,伊春市,新青区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230708,黑龙江省,伊春市,美溪区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230709,黑龙江省,伊春市,金山屯区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230710,黑龙江省,伊春市,五营区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230711,黑龙江省,伊春市,乌马河区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230712,黑龙江省,伊春市,汤旺河区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230713,黑龙江省,伊春市,带岭区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230714,黑龙江省,伊春市,乌伊岭区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230715,黑龙江省,伊春市,红星区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230716,黑龙江省,伊春市,上甘岭区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230781,黑龙江省,伊春市,铁力市,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230722,黑龙江省,伊春市,嘉荫县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230804,黑龙江省,佳木斯市,前进区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230803,黑龙江省,佳木斯市,佳木斯市向阳区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230805,黑龙江省,佳木斯市,东风区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230811,黑龙江省,佳木斯市,佳木斯市郊区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230881,黑龙江省,佳木斯市,同江市,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230882,黑龙江省,佳木斯市,富锦市,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230883,黑龙江省,佳木斯市,抚远市,官话,胶辽官话,登连片,Mandarin,Jiaoliao,Denglian
230822,黑龙江省,佳木斯市,桦南县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230826,黑龙江省,佳木斯市,桦川县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230828,黑龙江省,佳木斯市,汤原县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230903,黑龙江省,七台河市,桃山区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230902,黑龙江省,七台河市,新兴区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230904,黑龙江省,七台河市,茄子河区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
230921,黑龙江省,七台河市,勃利县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231002,黑龙江省,牡丹江市,东安区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231003,黑龙江省,牡丹江市,阳明区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231004,黑龙江省,牡丹江市,爱民区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231005,黑龙江省,牡丹江市,牡丹江市西安区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231081,黑龙江省,牡丹江市,绥芬河市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
231083,黑龙江省,牡丹江市,海林市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
231084,黑龙江省,牡丹江市,宁安市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
231085,黑龙江省,牡丹江市,穆棱市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
231086,黑龙江省,牡丹江市,东宁市,官话,东北官话,吉沈片,Mandarin,Northeastern,Jishen
231025,黑龙江省,牡丹江市,林口县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231102,黑龙江省,黑河市,爱辉区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231181,黑龙江省,黑河市,北安市,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231182,黑龙江省,黑河市,五大连池市,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231121,黑龙江省,黑河市,嫩江县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231123,黑龙江省,黑河市,逊克县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231124,黑龙江省,黑河市,孙吴县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231202,黑龙江省,绥化市,北林区,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231281,黑龙江省,绥化市,安达市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
231282,黑龙江省,绥化市,肇东市,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
231283,黑龙江省,绥化市,海伦市,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231221,黑龙江省,绥化市,望奎县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231222,黑龙江省,绥化市,兰西县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231223,黑龙江省,绥化市,青冈县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231224,黑龙江省,绥化市,庆安县,官话,东北官话,哈阜片,Mandarin,Northeastern,Hafu
231225,黑龙江省,绥化市,明水县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
231226,黑龙江省,绥化市,绥棱县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
232721,黑龙江省,大兴安岭地区,呼玛县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
232722,黑龙江省,大兴安岭地区,塔河县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
232723,黑龙江省,大兴安岭地区,漠河县,官话,东北官话,黑松片,Mandarin,Northeastern,Heisong
310101,上海市,上海市,黄浦区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310104,上海市,上海市,徐汇区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310105,上海市,上海市,长宁区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310106,上海市,上海市,静安区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310107,上海市,上海市,上海市普陀区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310109,上海市,上海市,虹口区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310110,上海市,上海市,杨浦区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310112,上海市,上海市,闵行区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310113,上海市,上海市,上海市宝山区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310114,上海市,上海市,嘉定区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310115,上海市,上海市,浦东新区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310116,上海市,上海市,金山区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310117,上海市,上海市,松江区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310118,上海市,上海市,青浦区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310120,上海市,上海市,奉贤区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
310151,上海市,上海市,崇明区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
320102,江苏省,南京市,玄武区,官话,江淮官话,洪巢片,Mandarin,Jianghuai,Hongchao
320104,江苏省,南京市,秦淮区,官话,江淮官话,洪巢片,Mandarin,Jianghuai,Hongchao
320105,江苏省,南京市,建邺区,官话,江淮官话,洪巢片,Mandarin,Jianghuai,Hongchao
320106,江苏省,南京市,南京市鼓楼区,官话,江淮官话,洪巢片,Mandarin,Jianghuai,Hongchao
320111,江苏省,南京市,浦口区,官话,江淮官话,洪巢片,Mandarin,Jianghuai,Hongchao
320113,江苏省,南京市,栖霞区,官话,江淮官话,洪巢片,Mandarin,Jianghuai,Hongchao
320114,江苏省,南京市,雨花台区,官话,江淮官话,洪巢片,Mandarin,Jianghuai,Hongchao
320115,江苏省,南京市,江宁区,官话,江淮官话,洪巢片,Mandarin,Jianghuai,Hongchao
320116,江苏省,南京市,六合区,官话,江淮官话,洪巢片,Mandarin,Jianghuai,Hongchao
320117,江苏省,南京市,溧水区,非官话,吴,宣州片,Non-Mandarin,Wu,Xuanzhou
320118,江苏省,南京市,高淳区,非官话,吴,宣州片,Non-Mandarin,Wu,Xuanzhou
320205,江苏省,无锡市,锡山区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
320206,江苏省,无锡市,惠山区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
320211,江苏省,无锡市,滨湖区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
320213,江苏省,无锡市,梁溪区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
320214,江苏省,无锡市,新吴区,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
320281,江苏省,无锡市,江阴市,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
320282,江苏省,无锡市,宜兴市,非官话,吴,太湖片,Non-Mandarin,Wu,Taihu
320303,江苏省,徐州市,云龙区,官话,中原官话,徐淮片,Mandarin,Zhongyuan,Xuhuai
320302,江苏省,徐州市,徐州市鼓楼区,官话,中原官话,徐淮片,Mandarin,Zhongyuan,Xuhuai
320305,江苏省,徐州市,贾汪区,官话,中原官话,徐淮片,Mandarin,Zhongyuan,Xuhuai
320311,江苏省,徐州市,泉山区,官话,中原官话,徐淮片,Mandarin,Zhongyuan,Xuhuai
